term,justiceName,MQscore,MQrank,MQswing.total,case.load,liberal.vote.total,liberal.vote.pct
1953,SFReed,1.525,9,2,87,38,0.4367816091954023
1953,SMinton,0.886,7,1,87,39,0.4482758620689655
1953,RHJackson,0.85,6,0,87,31,0.3563218390804598
1954,HLBlack,-1.607,2,0,98,76,0.7755102040816326
1954,WODouglas,-3.608,1,0,98,74,0.7551020408163265
1954,EWarren,-0.454,3,0,98,67,0.6836734693877551
1954,TCClark,0.168,4,0,98,65,0.6632653061224489
1954,FFrankfurter,0.328,5,1,98,60,0.6122448979591837
1954,HHBurton,1.301,7,0,98,51,0.5204081632653061
1954,SFReed,1.513,8,0,98,43,0.4387755102040816
1954,SMinton,0.876,6,1,98,53,0.5408163265306123
1954,JHarlan2,0.867,6,0,46,12,0.2608695652173913
1955,JHarlan2,1.083,8,0,106,39,0.36792452830188677
1955,HLBlack,-1.948,2,0,106,83,0.78301886792452835
1955,WODouglas,-4.152,1,1,106,83,0.78301886792452835
1955,EWarren,-1.074,3,0,106,78,0.7358490566037735
1955,TCClark,0.039,4,1,106,66,0.6226415094339622
1955,FFrankfurter,0.63,5,8,106,55,0.5188679245283019
1955,HHBurton,1.311,9,0,106,51,0.4811320754716981
1955,SFReed,1.071,7,2,106,53,0.5
1955,SMinton,0.868,6,2,106,55,0.5188679245283019
1956,JHarlan2,1.273,9,1,127,54,0.4251968503937008
1956,HLBlack,-2.158,2,0,127,98,0.7716535433070866
1956,WODouglas,-4.639,1,1,127,108,0.8503937007874016
1956,WJBrennan,-0.663,4,0,125,82,0.656
1956,EWarren,-1.286,3,1,127,93,0.7322834645669292
1956,TCClark,0.217,5,9,127,67,0.5275590551181102
1956,FFrankfurter,0.793,6,0,127,57,0.44881889763779526
1956,HHBurton,1.256,8,0,127,53,0.41732283464566927
1956,SFReed,0.84,7,1,48,27,0.5625
1956,SMinton,0.828,6,0,2,1,0.5
1956,CEWhittaker,1.043,7,1,71,21,0.29577464788732394
1957,EWarren,-1.569,3,0,155,116,0.7483870967741936
1957,HLBlack,-2.226,2,1,155,124,0.8
1957,FFrankfurter,1.051,6,4,155,66,0.4258064516129032
1957,WODouglas,-5.024,1,1,155,130,0.8387096774193549
1957,HHBurton,1.13,8,1,155,62,0.4
1957,TCClark,0.653,5,18,155,63,0.4064516129032258
1957,JHarlan2,1.403,9,1,155,63,0.4064516129032258
1957,WJBrennan,-0.763,4,1,155,106,0.6838709677419355
1957,CEWhittaker,1.097,7,3,155,66,0.4258064516129032
1958,JHarlan2,1.564,9,2,139,61,0.43884892086330934
1958,HLBlack,-2.065,2,1,139,104,0.7482014388489209
1958,WODouglas,-5.368,1,0,139,116,0.8345323741007195
1958,WJBrennan,-0.819,4,1,139,99,0.7122302158273381
1958,EWarren,-1.627,3,0,139,106,0.762589928057554
1958,TCClark,0.571,5,12,139,68,0.4892086330935252
1958,FFrankfurter,1.386,8,3,139,58,0.4172661870503597
1958,CEWhittaker,1.349,7,1,139,62,0.4460431654676259
1958,HHBurton,1.188,6,0,3,2,0.6666666666666666
1958,PStewart,0.863,6,3,136,57,0.41911764705882354
1959,EWarren,-1.546,3,0,136,101,0.7426470588235294
1959,HLBlack,-2.042,2,0,136,110,0.8088235294117647
1959,FFrankfurter,1.681,8,1,136,54,0.39705882352941174
1959,WODouglas,-5.648,1,1,136,104,0.7647058823529411
1959,TCClark,0.389,5,20,136,81,0.5955882352941176
1959,JHarlan2,1.705,9,1,136,64,0.47058823529411764
1959,WJBrennan,-0.909,4,0,136,97,0.7132352941176471
1959,CEWhittaker,1.444,7,0,136,57,0.41911764705882354
1959,PStewart,0.616,6,2,136,66,0.4852941176470588
1960,JHarlan2,1.9,9,1,139,57,0.41007194244604317
1960,HLBlack,-1.936,2,2,139,107,0.7697841726618705
1960,WODouglas,-5.893,1,0,139,111,0.7985611510791367
1960,PStewart,0.479,5,19,139,70,0.5035971223021583
1960,WJBrennan,-0.89,4,2,139,94,0.6762589928057554
1960,EWarren,-1.426,3,1,139,99,0.7122302158273381
1960,TCClark,0.792,6,0,139,56,0.4028776978417266
1960,FFrankfurter,1.751,8,1,139,53,0.381294964028777
1960,CEWhittaker,1.267,7,1,139,55,0.39568345323741005
1961,JHarlan2,2.272,9,1,118,50,0.423728813559322
1961,HLBlack,-1.824,2,0,118,87,0.7372881355932204
1961,WODouglas,-6.131,1,0,118,93,0.788135593220339
1961,PStewart,0.31,5,3,118,69,0.5847457627118644
1961,WJBrennan,-0.838,4,4,118,84,0.711864406779661
1961,EWarren,-1.559,3,0,118,91,0.7711864406779662
1961,TCClark,0.492,6,1,118,66,0.559322033898305
1961,FFrankfurter,1.758,8,0,118,23,0.19491525423728814
1961,CEWhittaker,1.178,7,0,51,18,0.35294117647058826
1961,BRWhite,-0.283,5,0,63,17,0.2698412698412698
1962,JHarlan2,2.522,9,0,158,65,0.41139240506329117
1962,HLBlack,-1.729,2,0,158,127,0.8037974683544303
1962,WODouglas,-6.342,1,1,158,118,0.7468354430379747
1962,PStewart,0.373,8,0,158,90,0.569620253164557
1962,WJBrennan,-1.19,4,0,158,123,0.7784810126582279
1962,BRWhite,-0.246,6,0,158,101,0.6392405063291139
1962,EWarren,-1.505,3,1,158,122,0.7721518987341772
1962,TCClark,0.347,7,1,158,93,0.5886075949367089
1962,AJGoldberg,-1.089,5,10,158,112,0.7088607594936709
1963,JHarlan2,2.58,9,1,183,64,0.34972677595628415
1963,HLBlack,-1.406,3,1,183,140,0.7650273224043715
1963,WODouglas,-6.543,1,1,183,142,0.7759562841530054
1963,PStewart,0.387,8,1,183,109,0.5956284153005464
1963,WJBrennan,-1.114,5,7,183,136,0.7431693989071039
1963,BRWhite,-0.152,6,1,183,114,0.6229508196721312
1963,EWarren,-1.474,2,0,183,145,0.7923497267759563
1963,TCClark,0.127,7,2,183,108,0.5901639344262295
1963,AJGoldberg,-1.203,4,1,183,139,0.7595628415300546
1964,JHarlan2,2.393,9,2,134,61,0.4552238805970149
1964,HLBlack,-0.857,4,0,134,91,0.6791044776119403
1964,WODouglas,-6.762,1,0,134,98,0.7313432835820896
1964,PStewart,0.484,8,2,134,74,0.5522388059701493
1964,WJBrennan,-0.956,3,0,134,87,0.6492537313432836
1964,BRWhite,-0.166,6,0,134,75,0.5597014925373134
1964,EWarren,-1.267,2,0,134,88,0.6567164179104478
1964,TCClark,-0.132,7,5,133,82,0.6165413533834586
1964,AJGoldberg,-0.853,5,1,134,84,0.6268656716417911
1965,EWarren,-1.286,3,0,141,89,0.6312056737588653
1965,HLBlack,-0.528,5,7,141,95,0.6737588652482269
1965,WODouglas,-6.97,1,0,141,107,0.7588652482269503
1965,TCClark,-0.053,7,2,141,80,0.5673758865248227
1965,JHarlan2,2.317,9,0,141,51,0.3617021276595745
1965,WJBrennan,-1.082,4,2,141,93,0.6595744680851063
1965,PStewart,0.618,8,0,141,69,0.48936170212765956
1965,BRWhite,-0.174,6,2,141,83,0.5886524822695035
1965,AFortas,-1.393,2,1,141,80,0.5673758865248227
1966,JHarlan2,2.039,9,0,147,45,0.30612244897959184
1966,HLBlack,-0.419,5,13,147,98,0.6666666666666666
1966,WODouglas,-7.135,1,0,147,122,0.8299319727891157
1966,PStewart,0.602,8,4,147,70,0.47619047619047616
1966,WJBrennan,-1.175,4,0,147,100,0.6802721088435374
1966,BRWhite,-0.022,6,2,147,81,0.5510204081632653
1966,EWarren,-1.302,3,0,147,96,0.6530612244897959
1966,TCClark,0.159,7,4,147,68,0.46258503401360546
1966,AFortas,-1.555,2,3,147,100,0.6802721088435374
1967,EWarren,-1.319,3,1,197,139,0.7055837563451777
1967,HLBlack,-0.097,7,0,197,126,0.6395939086294417
1967,WODouglas,-7.284,1,0,197,154,0.7817258883248731
1967,JHarlan2,1.467,9,0,197,81,0.41116751269035534
1967,WJBrennan,-1.308,4,0,197,145,0.7360406091370558
1967,PStewart,-0.104,6,0,197,125,0.6345177664974619
1967,BRWhite,0.246,8,0,197,110,0.5583756345177665
1967,AFortas,-1.467,2,1,197,142,0.7208121827411168
1967,TMarshall,-1.247,5,1,197,90,0.45685279187817257
1968,JHarlan2,0.768,9,1,140,68,0.4857142857142857
1968,HLBlack,0.105,7,1,140,73,0.5214285714285715
1968,WODouglas,-7.399,1,0,140,105,0.75
1968,PStewart,0.343,8,0,140,65,0.4642857142857143
1968,TMarshall,-1.172,4,0,140,85,0.6071428571428571
1968,WJBrennan,-1.122,5,2,140,97,0.6928571428571428
1968,BRWhite,0.062,6,0,140,74,0.5285714285714286
1968,EWarren,-1.341,2,2,140,95,0.6785714285714286
1968,AFortas,-1.274,3,0,96,58,0.6041666666666666
1969,WEBurger,2.004,8,0,141,40,0.28368794326241137
1969,HLBlack,0.094,4,0,141,70,0.49645390070921985
1969,WODouglas,-7.465,1,0,141,97,0.6879432624113475
